glottocode,glottocode.1,language_name,iso_code,family_id,macroarea,lat,lng,countries,speaker_count,endangerment_level,lei_score,intergenerational_transmission,level,description,country,name
phup1239,phup1239,Phupa,ypp,sino1245,Eurasia,23.0,103.4,CN,936,Severely Endangered,83.4,0.4743824447855392,language,,CN,Phupa
phut1244,phut1244,Phu Thai,pht,taik1256,Eurasia,17.7544966667,104.684233333,LA TH VN,11724,Vulnerable,44.6,0.852446757719695,language,,LA TH VN,Phu Thai
phut1246,phut1246,Phuthi,,atla1278,Africa,-30.42311,27.94815,LS ZA,96,Critically Endangered,91.2,0.018737684085867,language,,LS ZA,Phuthi
phuz1235,phuz1235,Phuza,ypz,sino1245,Eurasia,23.05,103.4,CN,2353,Definitely Endangered,54.1,0.7761719575323532,language,,CN,Phuza
piam1242,piam1242,Piamatsina,ptr,aust1307,Papunesia,-14.9959,166.738,VU,2409,Definitely Endangered,64.0,0.6458914586418522,language,,VU,Piamatsina
piam1243,piam1243,Piame,pin,sepi1257,Papunesia,-4.85835,142.784,PG,6,Critically Endangered,87.0,0.2225347230878263,language,,PG,Piame
piap1246,piap1246,Piapoco,pio,araw1281,South America,4.37718,-68.5953,CO VE,94,Critically Endangered,84.0,0.2092327837063493,language,,CO VE,Piapoco
piar1243,piar1243,Piaroa,pid,sali1297,South America,4.41805,-67.7574,CO VE,95,Critically Endangered,94.8,0.225459248889637,language,,CO VE,Piaroa
pica1241,pica1241,Picard,pcd,indo1319,Eurasia,50.2831,3.25085,BE FR,6693,Definitely Endangered,48.9,0.6250624312723128,language,,BE FR,Picard
pich1237,pich1237,Pichis Ashéninka,cpu,araw1281,South America,-10.47249,-74.60281,PE,52,Critically Endangered,89.5,0.1327693477199052,language,,PE,Pichis Ashéninka
pict1238,pict1238,Pictish,xpi,uncl1493,Eurasia,56.374,-3.9,GB,1319,Definitely Endangered,48.2,0.7416077485195566,language,,GB,Pictish
picu1248,picu1248,Picuris Northern Tiwa,,kiow1265,North America,37.083011,-105.267144,US,3626,Definitely Endangered,56.8,0.6027323569300866,language,,US,Picuris Northern Tiwa
pidg1246,pidg1246,Pidgin Delaware,dep,pidg1258,North America,38.569,-75.463,US,78,Critically Endangered,88.7,0.0961428672302169,language,,US,Pidgin Delaware
pidg1247,pidg1247,Pidgin Ngarluma,,pidg1258,Australia,-21.94884,114.08427,AU,0,Extinct,99.9,0.0,language,,AU,Pidgin Ngarluma
pidg1251,pidg1251,Pidgin Hindustani,,pidg1258,Papunesia,-18.11203,178.45413,FJ,732,Severely Endangered,80.9,0.4705604484162116,language,,FJ,Pidgin Hindustani
pidg1259,pidg1259,Pidgin Bobangi,,pidg1258,Africa,1.677922,19.166336,CD,437,Severely Endangered,69.9,0.3013836256640633,language,,CD,Pidgin Bobangi
pidg1260,pidg1260,Pidgin Hamer,,pidg1258,Africa,5.06515,36.51761,ET,1475,Definitely Endangered,69.3,0.6714436686655104,language,,ET,Pidgin Hamer
piem1238,piem1238,Piemontese,pms,indo1319,Eurasia,45.4633,8.32366,AU IT US,0,Extinct,98.6,0.0,language,,AU IT US,Piemontese
pija1235,pija1235,Pijao,pij,uncl1493,South America,0.49999,-75.3333,CO,57,Critically Endangered,86.3,0.0989043550160299,language,,CO,Pijao
pije1237,pije1237,Pije,piz,aust1307,Papunesia,-20.7824,164.942,NC,294,Severely Endangered,71.4,0.4146473568192264,language,,NC,Pije
piji1239,piji1239,Pijin,pis,indo1319,Papunesia,-9.567,160.137,SB,84,Critically Endangered,97.0,0.006516985475762,language,,SB,Pijin
pila1245,pila1245,Pilagá,plg,guai1249,South America,-25.0058,-60.1537,AR PY,5,Critically Endangered,86.8,0.2755701109491427,language,,AR PY,Pilagá
pile1238,pile1238,Vaeakau-Taumako,piv,aust1307,Papunesia,-10.173335,166.247188,SB,0,Extinct,97.7,0.0,language,,SB,Vaeakau-Taumako
pima1248,pima1248,Pima Bajo,pia,utoa1244,North America,28.654,-108.326,MX,148,Severely Endangered,75.0,0.4217782145785973,language,,MX,Pima Bajo
pimb1238,pimb1238,Pimbwe,piw,atla1278,Africa,-6.81358,31.4289,TZ,121,Severely Endangered,74.1,0.5215116428483345,language,,TZ,Pimbwe
pime1237,pime1237,Pimenteira,,cari1283,South America,-7.344019,-43.88325,BR,168,Severely Endangered,77.1,0.3596720247058534,language,,BR,Pimenteira
pimp1234,pimp1234,Pimpama,,pama1250,Australia,-27.821692,153.304503,AU,34,Critically Endangered,98.9,0.0061384040538288,language,,AU,Pimpama
pina1252,pina1252,Pinai-Hagahai,pnn,piaw1238,Papunesia,-5.12624,144.137,PG,12,Critically Endangered,92.9,0.2195431949748449,language,,PG,Pinai-Hagahai
ping1243,ping1243,Pingelapese,pif,aust1307,Papunesia,6.20743,160.711,FM GU US,7,Critically Endangered,89.7,0.2704986968057304,language,,FM GU US,Pingelapese
pini1244,pini1244,Pinigura,pnv,pama1250,Australia,-22.4729,116.538,AU,242,Severely Endangered,84.4,0.4702116919254778,language,,AU,Pinigura
pini1245,pini1245,Lake Carnegie Western Desert,tjp,pama1250,Australia,-27.11796,120.56642,AU,595,Severely Endangered,76.8,0.3506655973141775,language,,AU,Lake Carnegie Western Desert
pinj1243,pinj1243,Pinji,pic,atla1278,Africa,-1.90305,11.223,GA,34,Critically Endangered,94.0,0.2091497388407011,language,,GA,Pinji
pino1237,pino1237,Pinotepa Nacional Mixtec,mio,otom1299,North America,16.3043,-97.9966,MX,307,Severely Endangered,76.7,0.5829596588851556,language,,MX,Pinotepa Nacional Mixtec
pint1250,pint1250,Pintupi-Luritja,piu,pama1250,Australia,-23.2963,130.643,AU,811,Severely Endangered,76.5,0.5898974469034397,language,,AU,Pintupi-Luritja
pint1251,pint1251,Pintiini,pti,pama1250,Australia,-29.806,127.632,AU,260,Severely Endangered,85.9,0.4561004178268362,language,,AU,Pintiini
piny1238,piny1238,Pinyin,pny,atla1278,Africa,5.7991,10.0682,CM,62,Critically Endangered,91.3,0.2546412886356103,language,,CM,Pinyin
pipi1250,pipi1250,Pipil,ppl,utoa1244,North America,13.8931,-89.443,SV,46,Critically Endangered,95.7,0.2269473445682617,language,,SV,Pipil
pira1253,pira1253,Pirahã,myp,,South America,-6.77713,-61.8167,BR,9,Critically Endangered,93.0,0.1101394063490621,language,,BR,Pirahã
pira1254,pira1254,Wa'ikhana,pir,tuca1253,South America,0.50714,-69.5032,BR CO,948,Severely Endangered,86.0,0.4222167780864536,language,,BR CO,Wa'ikhana
pirl1238,pirl1238,Pirlatapa,bxi,pama1250,Australia,-29.524,139.77,AU,46,Critically Endangered,86.8,0.1236044510192923,language,,AU,Pirlatapa
piro1248,piro1248,Piro,pie,kiow1265,North America,35.2291,-106.415,US,796,Severely Endangered,77.6,0.3139567548217272,language,,US,Piro
pirr1240,pirr1240,Pirriya,xpa,pama1250,Australia,-25.48006595,142.5485119,AU,123,Severely Endangered,73.4,0.4955114342126469,language,,AU,Pirriya
piru1241,piru1241,Piru,ppr,book1242,Papunesia,-3.05368,128.197,ID,21,Critically Endangered,95.3,0.1682098855441429,language,,ID,Piru
pisa1237,pisa1237,Pisaflores Tepehua,tpp,toto1251,North America,20.7039,-98.0305,MX,0,Extinct,104.4,0.0,language,,MX,Pisaflores Tepehua
pisa1244,pisa1244,Pisabo,pig,unat1236,South America,-6.32551,-73.3411,BR PE,783,Severely Endangered,79.3,0.527422988788321,language,,BR PE,Pisabo
pisa1245,pisa1245,Pisamira,,tuca1253,South America,1.1017,-70.502483,CO,5,Critically Endangered,95.7,0.0998583156200239,language,,CO,Pisamira
pisc1239,pisc1239,Piscataway,psy,algi1248,North America,39.073,-76.803,US,0,Extinct,97.5,0.0,language,,US,Piscataway
pisi1234,pisi1234,Pisidian,xps,indo1319,Eurasia,37.273,31.28,TR,11551,Vulnerable,48.6,0.8049914689838883,language,,TR,Pisidian
pitc1234,pitc1234,Pitcairn-Norfolk,pih,indo1319,Papunesia,-24.379858,-128.324075,AU FJ NF NZ PN,419,Severely Endangered,73.4,0.5464416942848109,language,,AU FJ NF NZ PN,Pitcairn-Norfolk
pite1240,pite1240,Pite Saami,sje,ural1272,Eurasia,66.4011,17.4261,NO SE,4648,Definitely Endangered,57.2,0.7674147273096997,language,,NO SE,Pite Saami
piti1243,piti1243,Piti,pcn,atla1278,Africa,10.1361,8.47037,NG,4429,Definitely Endangered,66.7,0.7599524125303607,language,,NG,Piti
pitj1243,pitj1243,Pitjantjatjara,pjt,pama1250,Australia,-26.9704,131.357,AU,28,Critically Endangered,91.6,0.1676427919655297,language,,AU,Pitjantjatjara
pitt1247,pitt1247,Pitta Pitta,pit,pama1250,Australia,-22.7952,139.983,AU,3781,Definitely Endangered,59.1,0.746488289785351,language,,AU,Pitta Pitta
piuu1237,piuu1237,Piu,pix,aust1307,Papunesia,-6.96694,146.455,PG,24,Critically Endangered,91.3,0.0361931385338207,language,,PG,Piu
piya1245,piya1245,Piya-Kwonci,piy,afro1255,Africa,9.31975,10.8379,NG,613,Severely Endangered,81.7,0.358085829346215,language,,NG,Piya-Kwonci
plai1235,plai1235,Plains Indian Sign Language,psd,sign1238,North America,38.3941,-99.2499,CA US,2,Critically Endangered,90.8,0.2915980437873328,language,,CA US,Plains Indian Sign Language
plai1258,plai1258,Plains Cree,crk,algi1248,North America,51.2437,-110.463,CA US,11,Critically Endangered,93.7,0.1240589923941292,language,,CA US,Plains Cree
plai1259,plai1259,Plains Miwok,pmw,miwo1274,North America,38.39772,-121.653344,US,20846,Vulnerable,38.2,0.8402082088514241,language,,US,Plains Miwok
plap1239,plap1239,Plapo Krumen,ktj,krua1234,Africa,4.56109,-7.30644,CI LR,2222,Definitely Endangered,69.5,0.6154530192051685,language,,CI LR,Plapo Krumen
plat1254,plat1254,Plateau Malagasy,plt,aust1307,Africa,-19.5907,47.1211,MG,838,Severely Endangered,78.5,0.4344908154010808,language,,MG,Plateau Malagasy
plau1238,plau1238,Plautdietsch,pdt,indo1319,North America,49.578028,-109.353868,CA,175,Severely Endangered,72.5,0.4976623425924215,language,,CA,Plautdietsch
play1240,play1240,Playero,gob,guah1252,South America,6.90948,-71.0036,CO VE,7000,Definitely Endangered,56.2,0.7480833474626768,language,,CO VE,Playero
pnar1238,pnar1238,Pnar,pbv,aust1305,Eurasia,24.8237,92.2628,BD IN,73,Critically Endangered,84.9,0.1117741657273217,language,,BD IN,Pnar
poch1243,poch1243,Pochuri Naga,npo,sino1245,Eurasia,25.4478,94.1119,IN,893,Severely Endangered,82.3,0.5865977506517567,language,,IN,Pochuri Naga
poch1244,poch1244,Pochutec,xpo,utoa1244,North America,15.735073,-96.468076,MX,21,Critically Endangered,90.2,0.1383885569852811,language,,MX,Pochutec
pode1237,pode1237,Podena,pdn,aust1307,Papunesia,-2.20572,139.456,ID,30,Critically Endangered,92.6,0.1460200839767834,language,,ID,Podena
pogo1243,pogo1243,Pogolo,poy,atla1278,Africa,-8.72283,36.4148,TZ,74,Critically Endangered,94.8,0.1977339626371394,language,,TZ,Pogolo
pohn1238,pohn1238,Pohnpeian,pon,aust1307,Papunesia,6.87212,158.223,FM,1482,Definitely Endangered,69.5,0.6244860795281181,language,,FM,Pohnpeian
poke1238,poke1238,Poke,pof,atla1278,Africa,0.73538,23.8972,CD,53,Critically Endangered,90.8,0.2003758209977897,language,,CD,Poke
poko1261,poko1261,Pokomo,pkb,atla1278,Africa,-2.31587,40.2897,KE,621,Severely Endangered,72.7,0.4091232548161772,language,,KE,Pokomo
poko1263,poko1263,Pökoot,pko,nilo1247,Africa,1.57023,35.2318,KE UG,96,Critically Endangered,93.4,0.0084492683149665,language,,KE UG,Pökoot
pola1249,pola1249,Polari,pld,uncl1493,Eurasia,51.7866,-1.39091,GB,9120,Definitely Endangered,70.0,0.7558510983255113,language,,GB,Polari
pola1255,pola1255,Polabian,pox,indo1319,Eurasia,52.0,14.0,DE,328,Severely Endangered,85.2,0.5817973609474835,language,,DE,Polabian
polc1243,polc1243,Pesse,pze,afro1255,Africa,10.1346,9.5961,NG,49,Critically Endangered,88.6,0.1723962737093058,language,,NG,Pesse
poli1259,poli1259,Polish Sign Language,pso,sign1238,Eurasia,52.0041,20.761,PL,649,Severely Endangered,80.2,0.4089094194088054,language,,PL,Polish Sign Language
poli1260,poli1260,Polish,pol,indo1319,Eurasia,51.8439,18.6255,BY CZ DE LT PL RU SK UA,7330,Definitely Endangered,63.1,0.739286609636619,language,,BY CZ DE LT PL RU SK UA,Polish
poll1238,poll1238,Pollapese,,aust1307,Papunesia,7.638875,149.428723,FM,219,Severely Endangered,76.5,0.5715110837115064,language,,FM,Pollapese
polo1242,polo1242,Polonombauk,plb,aust1307,Papunesia,-15.4653,167.09,VU,577,Severely Endangered,82.5,0.3944947225623704,language,,VU,Polonombauk
pomm1237,pomm1237,Pom,pmo,aust1307,Papunesia,-1.64224,135.619,ID,176,Severely Endangered,74.5,0.4683041593242459,language,,ID,Pom
pomo1271,pomo1271,Pol,pmm,atla1278,Africa,4.243,13.446,CG CM,86,Critically Endangered,89.8,0.0721879723578071,language,,CG CM,Pol
pomo1276,pomo1276,Pomo-Kweso,,atla1278,Africa,1.83,16.17,CG,682,Severely Endangered,80.6,0.492707497024307,language,,CG,Pomo-Kweso
pona1250,pona1250,Ponam,ncc,aust1307,Papunesia,-1.91705,146.887,PG,370,Severely Endangered,77.4,0.5371417874535728,language,,PG,Ponam
pona1251,pona1251,Ponares,pod,book1242,South America,4.83332,-71.5,CO,868,Severely Endangered,70.6,0.36409384521821,language,,CO,Ponares
pong1250,pong1250,Pongu,png,atla1278,Africa,10.0823,6.3745,BF NG,16,Critically Endangered,94.1,0.1664025352870494,language,,BF NG,Pongu
pong1252,pong1252,Pongyong,pgy,book1242,Eurasia,26.8613,88.0925,NP,445,Severely Endangered,75.2,0.3535924658444039,language,,NP,Pongyong
pono1240,pono1240,Ponosakan,pns,aust1307,Papunesia,0.91716,124.712,ID,54,Critically Endangered,88.6,0.1421428431198916,language,,ID,Ponosakan
pont1253,pont1253,Pontic,pnt,indo1319,Eurasia,41.266015,36.097421,BG GR MK TR,29466,Vulnerable,28.9,0.8675498283775896,language,,BG GR MK TR,Pontic
pont1258,pont1258,Ponthai,,sino1245,Eurasia,27.442461,96.772761,IN,111512,Safe,15.1,0.9032713504284244,language,,IN,Ponthai
pony1234,pony1234,Pounyiu-Gongvan Naga,npg,sino1245,Eurasia,26.35,95.25,MM,3854,Definitely Endangered,71.6,0.7485746768851501,language,,MM,Pounyiu-Gongvan Naga
popt1235,popt1235,Popti',jac,maya1287,North America,15.6609,-91.6633,GT MX,1095,Definitely Endangered,64.7,0.6712865679225355,language,,GT MX,Popti'
poqo1253,poqo1253,Poqomam,poc,maya1287,North America,14.73252,-89.73796,GT SV,0,Extinct,102.8,0.0,language,,GT SV,Poqomam
poqo1254,poqo1254,Poqomchi',poh,maya1287,North America,15.3586,-90.5813,GT,0,Extinct,98.0,0.0,language,,GT,Poqomchi'
poqo1256,poqo1256,"Poqomchi', Western",pob,book1242,North America,15.36,-90.58,GT,56,Critically Endangered,87.5,0.1393684232944788,language,,GT,"Poqomchi', Western"
poro1253,poro1253,Porohanon,prh,aust1307,Papunesia,10.6726,124.454,PH,1308,Definitely Endangered,60.8,0.7485416424840163,language,,PH,Porohanon
port1277,port1277,Portuguese Sign Language,psr,sign1238,Eurasia,38.5474,-8.53355,PT,12711,Vulnerable,44.0,0.8002507293765313,language,,PT,Portuguese Sign Language
port1278,port1278,Port Sorell,xpl,west1503,Australia,-41.188369,146.559906,AU,657,Severely Endangered,68.6,0.3439177473210256,language,,AU,Port Sorell
port1283,port1283,Portuguese,por,indo1319,Eurasia,39.91,-8.1,AD AR BO BR CO ES FR GF GY PE PT PY SR UY VE,7065,Definitely Endangered,61.6,0.6478297067569594,language,,AD AR BO BR CO ES FR GF GY PE PT PY SR UY VE,Portuguese
port1285,port1285,Port Sandwich,psw,aust1307,Papunesia,-16.4952,167.78,VU,52,Critically Endangered,92.3,0.15406454383617,language,,VU,Port Sandwich
port1286,port1286,Daakie,ptv,aust1307,Papunesia,-16.3083,168.046,VU,50,Critically Endangered,90.8,0.0904023251972344,language,,VU,Daakie
pota1247,pota1247,Potawatomi,pot,algi1248,North America,40.955,-89.1881,CA US,94,Critically Endangered,84.5,0.0355381798534524,language,,CA US,Potawatomi
pott1240,pott1240,Pottangi Ollar Gadaba,gdb,drav1251,Eurasia,18.5968,82.7586,IN,137,Severely Endangered,68.0,0.3250473852401814,language,,IN,Pottangi Ollar Gadaba
poum1235,poum1235,Poumei Naga,pmx,sino1245,Eurasia,25.1944,94.4618,IN,3231,Definitely Endangered,59.5,0.6773959190622819,language,,IN,Poumei Naga
pouy1238,pouy1238,Pouye,bye,sepi1257,Papunesia,-3.72704,141.864,PG,137,Severely Endangered,84.0,0.4179653375616274,language,,PG,Pouye
powa1246,powa1246,Powari,pwr,indo1319,Eurasia,21.797,79.239,IN,2447,Definitely Endangered,52.9,0.7348283369864556,language,,IN,Powari
powh1243,powh1243,Powhatan,pim,algi1248,North America,36.99422,-77.20752,US,54,Critically Endangered,90.6,0.042379194782387,language,,US,Powhatan
poya1241,poya1241,Poyanáwa,pyn,pano1259,South America,-7.46909,-73.0758,BR,167,Severely Endangered,75.2,0.3945950407071441,language,,BR,Poyanáwa
pras1239,pras1239,Prasun,prn,indo1319,Eurasia,35.420531,70.922783,AF,321,Severely Endangered,85.5,0.4439855669274171,language,,AF,Prasun
pray1239,pray1239,Pray 3,pry,book1242,Eurasia,19.4306,101.021,LA TH,48,Critically Endangered,86.8,0.2452200255989556,language,,LA TH,Pray 3
prin1242,prin1242,Principense,pre,indo1319,Africa,1.614,7.392,ST,366,Severely Endangered,79.6,0.4008987505749946,language,,ST,Principense
prov1243,prov1243,Providencia Sign Language,prz,sign1238,North America,13.348416,-81.373888,CO,296,Severely Endangered,71.1,0.5980779112763064,language,,CO,Providencia Sign Language
prus1238,prus1238,Old Prussian,prg,indo1319,Eurasia,52.394,14.757,PL,879,Severely Endangered,68.1,0.3666684034953567,language,,PL,Old Prussian
psik1239,psik1239,Psikye,kvj,afro1255,Africa,10.677,13.569,CM NG,324,Severely Endangered,69.4,0.4545051768485721,language,,CM NG,Psikye
puar1240,puar1240,Puare,pux,skoo1245,Papunesia,-2.90121,141.715,PG,1397,Definitely Endangered,57.5,0.7825279583549201,language,,PG,Puare
pudt1235,pudt1235,Pudtol Atta,atp,aust1307,Papunesia,18.2112,121.379,PH,136,Severely Endangered,74.8,0.5142739037714409,language,,PH,Pudtol Atta
pueb1234,pueb1234,Puebla and Northeastern Mazatec,pbm,otom1299,North America,18.2806,-96.9894,MX,90,Critically Endangered,84.7,0.2620477417703717,language,,MX,Puebla and Northeastern Mazatec
puel1244,puel1244,Puelche,pue,,South America,-42.223,-68.666,AR,851,Severely Endangered,77.2,0.5398687081731453,language,,AR,Puelche
puer1237,puer1237,Puerto Rican Sign Language,psl,sign1238,North America,18.4592,-66.0919,PR,71,Critically Endangered,89.9,0.1861079949943896,language,,PR,Puerto Rican Sign Language
puim1234,puim1234,Puimei Naga,npu,book1242,Eurasia,25.2973,93.7344,IN,18,Critically Endangered,95.0,0.1973330757495701,language,,IN,Puimei Naga
puin1248,puin1248,Puinave,pui,,South America,3.92974,-67.6886,CO VE,229753,Safe,29.3,0.925796977943674,language,,CO VE,Puinave
puka1242,puka1242,Pukapuka,pkp,aust1307,Papunesia,-10.91,-165.83,CK NZ,38,Critically Endangered,92.8,0.0558188240263563,language,,CK NZ,Pukapuka
puka1244,puka1244,Pukaunu,,aust1307,Papunesia,-8.405661,122.690759,ID,300,Severely Endangered,71.3,0.471404804307076,language,,ID,Pukaunu
puko1234,puko1234,Pu Ko,puk,book1242,Eurasia,20.2551,101.731,LA,3973,Definitely Endangered,62.5,0.6171159402558564,language,,LA,Pu Ko
pula1262,pula1262,Pular,fuf,atla1278,Africa,12.1826,-12.7338,GN GW ML SL SN,514,Severely Endangered,84.0,0.3759570187501046,language,,GN GW ML SL SN,Pular
pula1263,pula1263,Pulaar,fuc,atla1278,Africa,13.8694,-13.4482,GM GN GW ML MR SN,858,Severely Endangered,78.9,0.4824865120973798,language,,GM GN GW ML MR SN,Pulaar
pula1267,pula1267,Pulabu,pup,nucl1709,Papunesia,-5.59558,145.738,PG,82,Critically Endangered,95.9,0.0283134594361748,language,,PG,Pulabu
pulu1242,pulu1242,Puluwatese,puw,aust1307,Papunesia,7.35695,149.2005,FM,13,Critically Endangered,81.6,0.1599540232905112,language,,FM,Puluwatese
puma1239,puma1239,Puma,pum,sino1245,Eurasia,27.0774,86.838,NP,272,Severely Endangered,80.9,0.3412659342158837,language,,NP,Puma
pume1238,pume1238,Pumé,yae,,South America,7.10677,-67.5996,CO VE,15952,Vulnerable,36.2,0.8499076877490146,language,,CO VE,Pumé
pump1237,pump1237,Pumpokol,xpm,yeni1252,Eurasia,58.5,92.0,RU,60222,Vulnerable,47.3,0.8713262869881895,language,,RU,Pumpokol
puna1266,puna1266,Punan Tubu,puj,aust1307,Papunesia,2.86972,116.26,ID,120,Severely Endangered,68.2,0.4705713645131349,language,,ID,Punan Tubu
puna1267,puna1267,Punan Aput,pud,aust1307,Papunesia,1.38035,116.089,ID,104,Severely Endangered,84.8,0.5655360121566291,language,,ID,Punan Aput
puna1268,puna1268,Punan Merah,puf,aust1307,Papunesia,0.50763,115.588,ID,79,Critically Endangered,95.4,0.284617442711128,language,,ID,Punan Merah
puna1274,puna1274,Punan Merap,puc,book1242,Papunesia,3.10143,116.251,ID,113,Severely Endangered,76.1,0.4091266452501376,language,,ID,Punan Merap
puna1275,puna1275,Punan Bah-Biau,pna,aust1307,Papunesia,2.27377,113.156,MY,56,Critically Endangered,91.0,0.0779965507298405,language,,MY,Punan Bah-Biau
puna1278,puna1278,Punan Batu 1,pnm,aust1307,Papunesia,2.65327,113.93,MY,147,Severely Endangered,83.2,0.4216999012987225,language,,MY,Punan Batu 1
puni1241,puni1241,Punic,xpu,afro1255,Africa,36.527295,10.356444,TN,666,Severely Endangered,80.0,0.4381964305010114,language,,TN,Punic
puno1238,puno1238,Puno Quechua,qxp,quec1387,South America,-14.608,-70.2084,PE,333,Severely Endangered,74.0,0.3558541930023781,language,,PE,Puno Quechua
punu1239,punu1239,Punu,puu,atla1278,Africa,-2.67362,11.6714,CG GA,17,Critically Endangered,95.2,0.2226572174754359,language,,CG GA,Punu
puoc1238,puoc1238,Ksingmul,puo,aust1305,Eurasia,20.8862,103.931,LA VN,11042,Vulnerable,32.7,0.8914427469045608,language,,LA VN,Ksingmul
puqu1242,puqu1242,Puquina,puq,,South America,-15.8992,-69.9611,BO,938,Severely Endangered,74.4,0.4427383260640682,language,,BO,Puquina
pura1253,pura1253,Puragi,pru,sout3418,Papunesia,-2.05779,132.304,ID,461,Severely Endangered,75.5,0.3163641890198164,language,,ID,Puragi
pura1257,pura1257,Purari,iar,,Papunesia,-7.59133,145.036,PG,45,Critically Endangered,90.1,0.2952983339323563,language,,PG,Purari
pure1242,pure1242,Purepecha,tsz,tara1323,North America,19.2467,-101.631,MX US,224,Severely Endangered,72.5,0.4033724204467829,language,,MX US,Purepecha
puri1258,puri1258,Purik-Sham-Nubra,prx,sino1245,Eurasia,34.3386,76.0127,IN PK,461,Severely Endangered,84.1,0.3658285680593803,language,,IN PK,Purik-Sham-Nubra
puri1259,puri1259,Purisimeño,puy,chum1262,North America,34.6866,-120.431,US,618,Severely Endangered,85.3,0.4134571571352299,language,,US,Purisimeño
puri1262,puri1262,Puri,prr,puri1261,South America,-22.175627,-44.711336,BR,27,Critically Endangered,87.9,0.1378625960142614,language,,BR,Puri
puru1262,puru1262,Purum (Retired),puz,book1242,Eurasia,24.662,93.982,IN,684,Severely Endangered,69.8,0.389755111514442,language,,IN,Purum (Retired)
puru1264,puru1264,Puruborá,pur,tupi1275,South America,-11.4226,-62.4358,BR,1216,Definitely Endangered,64.2,0.6874567942454131,language,,BR,Puruborá
puru1266,puru1266,Purum,pub,sino1245,Eurasia,25.3887,95.0935,IN,3,Critically Endangered,80.6,0.2785913589560799,language,,IN,Purum
puta1243,puta1243,Putai,mfl,afro1255,Africa,10.83854,12.99521,NG,501,Severely Endangered,78.7,0.3967362420038676,language,,NG,Putai
puto1237,puto1237,Putoh,put,book1242,Papunesia,3.42467,116.443,ID,14,Critically Endangered,95.5,0.0022047868390132,language,,ID,Putoh
putu1241,putu1241,Utugwang-Irungene-Afrike,afe,atla1278,Africa,6.65923,8.96041,NG,5092,Definitely Endangered,71.2,0.7222651217250912,language,,NG,Utugwang-Irungene-Afrike
puxi1243,puxi1243,Pu-Xian Chinese,cpx,sino1245,Eurasia,25.37,118.68,CN,43392,Vulnerable,38.1,0.846678894556416,language,,CN,Pu-Xian Chinese
puyu1239,puyu1239,Puyuma,pyu,aust1307,Papunesia,22.643,120.996,CN TW,0,Extinct,96.6,0.0,language,,CN TW,Puyuma
pwaa1237,pwaa1237,Pwaamei,pme,aust1307,Papunesia,-20.8442,164.77,NC,11,Critically Endangered,90.1,0.2617021677829897,language,,NC,Pwaamei
pwap1237,pwap1237,Pwapwa,pop,aust1307,Papunesia,-20.8133,164.556,NC,262,Severely Endangered,77.3,0.4342849704696679,language,,NC,Pwapwa
pwoe1235,pwoe1235,Pwo Eastern Karen,kjp,sino1245,Eurasia,15.1915,98.7355,MM TH,10466,Vulnerable,36.5,0.8139540529645469,language,,MM TH,Pwo Eastern Karen
pwon1235,pwon1235,Pwo Northern Karen,pww,sino1245,Eurasia,18.016,98.2709,MM TH,797,Severely Endangered,81.4,0.462397405983501,language,,MM TH,Pwo Northern Karen
pwow1235,pwow1235,Pwo Western Karen,pwo,sino1245,Eurasia,17.3622,97.7044,MM TH,150225,Safe,18.9,0.9705327655598716,language,,MM TH,Pwo Western Karen
pyap1239,pyap1239,Pyapun,pcw,afro1255,Africa,9.09539,9.43733,NG,5,Critically Endangered,87.6,0.0900825390878068,language,,NG,Pyapun
pyek1235,pyek1235,Pye Krumen,pye,krua1234,Africa,5.00716,-7.01481,CI LR,106,Severely Endangered,75.7,0.3747182941111458,language,,CI LR,Pye Krumen
pyen1239,pyen1239,Pyen,pyy,sino1245,Eurasia,20.759,100.029,MM,89,Critically Endangered,95.8,0.1120292972967047,language,,MM,Pyen
pyuu1245,pyuu1245,Pyu,pby,,Papunesia,-4.45003,141.018,ID PG,20439,Vulnerable,31.1,0.8394884430363645,language,,ID PG,Pyu
qabi1235,qabi1235,Pubiao-Qabiao,laq,taik1256,Eurasia,23.2384,104.812,CN VN,3347,Definitely Endangered,59.0,0.6367570212402169,language,,CN VN,Pubiao-Qabiao
qahv1234,qahv1234,Qahvehkhaneh Sign Language,,sign1238,Eurasia,35.667731,51.3668463,IR,29984,Vulnerable,35.9,0.8635055605618385,language,,IR,Qahvehkhaneh Sign Language
qanj1241,qanj1241,Q'anjob'al,kjb,maya1287,North America,15.6846,-91.3043,GT,68,Critically Endangered,86.0,0.2316442414416058,language,,GT,Q'anjob'al
qaqe1238,qaqe1238,Qaqet,byx,bain1263,Papunesia,-4.45258,151.702,PG,366,Severely Endangered,74.4,0.4856803394182969,language,,PG,Qaqet
qash1240,qash1240,Qashqa'i,qxq,turk1311,Eurasia,28.25931,52.83349,IR,120861,Safe,10.1,0.95032885969006,language,,IR,Qashqa'i
qata1238,qata1238,Qatabanian,xqt,afro1255,Eurasia,14.8,45.733333,YE,2777,Definitely Endangered,64.5,0.7146252469050133,language,,YE,Qatabanian
qaua1234,qaua1234,Central Gelao-Qau,gqu,taik1256,Eurasia,26.155438,106.16455,CN,102314,Safe,17.7,0.9513533009560722,language,,CN,Central Gelao-Qau
